state	tMRCA(1971)	tMRCA(Abia_human)	tMRCA(akwa)	tMRCA(minus_root)	tMRCA(Cameroon)
53	54.31765166774528	9.086974088715266	15.808809768603282	58.73040923488429	34.55053185682428
54	55.51107498723317	9.70881129428318	15.255044356018374	58.88919053709017	31.95472266331018
55	54.984664329069034	9.754634011439038	15.203847450384018	57.38528450057504	34.01486491518503
56	55.87316647803024	9.388547814550236	15.215287490384213	57.03257904094323	35.35788155874323
57	56.074712570121704	9.598538464301697	13.446237108434701	58.29894159215371	34.658948404473705
58	55.71895175587508	10.603590322675075	13.3602008332264	57.18862448916909	32.30809204690908
59	54.72760223098692	11.302088496676902	11.065185287008404	55.59703827983961	30.846001102319605
60	56.87244349329376	11.001204723423768	12.610326710907572	57.41662718344057	32.605239968940566
61	56.860344687551475	12.235767731971492	12.81663530197227	59.072410134223475	28.65742204702346
62	56.97245551874127	10.620894065601277	11.68419419064628	58.80195544033327	30.636958837493268
63	54.336827937090106	9.882702363910113	11.3335166038718	56.35287033018912	30.623185781569106
64	55.32555217282993	9.61258505579994	14.348098758012952	56.54284733935293	28.314291625172928
65	54.04137488432133	10.365427599361311	16.62808519866246	56.08974561576832	27.722902799678337
66	55.59656211019981	8.729129187009818	16.44480823542574	58.33240650764182	28.08849348352183
67	56.35735197965144	9.310821746661446	17.59470536802624	57.99912236520643	28.613868495996428
68	55.172412147865856	9.503408440955866	14.829337884621822	56.57933297377886	28.146572083608845
69	56.3466089141852	8.579876803745208	18.321321607835216	57.462900639152195	30.378119620792205
70	55.33310615440405	9.228354200294035	17.369825841676658	58.78315054543205	32.549633610252044
71	53.661585414287345	8.818804387247354	15.804110270829312	59.52873153718633	33.29976605055634
72	55.14124085694567	8.852365678765665	14.333325785405663	56.80998537282767	33.78851225620767
73	54.20273222770692	10.64252317482692	15.788178898768905	56.12885114816791	31.041960575527895
74	53.83760370588459	9.650156395314582	15.934053321514597	55.047132580644586	32.8438398898646
75	54.87111828872165	10.392202400061649	16.56780422873865	56.46720664937064	35.78907120634065
76	56.00865395479053	9.19887876093054	15.994720672071509	57.250313344297524	37.11054565835752
77	56.490423111638734	9.770186765408738	13.95267407936575	58.07564827934172	37.496232636911714
78	55.34690476821754	8.648597397577532	16.279519424723645	59.13094266747754	37.96389616746754
79	54.519197703717964	8.74849591996798	12.146322119189932	56.87562974767195	38.03261771462195
80	55.46053255363819	9.632733868828183	12.72587157589615	57.036604035717176	35.38191535799717
81	55.197744166374235	9.549015085874231	12.780212491875545	59.10301320049524	32.67852577770523
82	55.45493759784506	9.028488947645059	18.33548114462306	57.134788470002064	37.56948457511206
83	55.61259250033825	9.327053142018258	18.238428787234255	57.68278092547726	39.748674720607255
84	56.534560720962475	8.99139172604248	16.61809744284247	57.76215707107747	40.75942717485748
85	54.190080530172764	9.34216680538276	14.913868103320766	56.45184813180677	38.85243121381677
86	54.56813624303041	8.85946733847041	14.138945900316202	56.81579592584842	41.03843602567841
87	55.183684482833684	10.99629502997368	13.357666050425195	59.551116121422695	40.75980358326271
88	54.367397342905406	10.276680891685402	14.7030773666894	56.69539048707139	42.31847379662139
89	54.73963226162556	9.775393451635551	15.126167977417566	56.28356647466455	37.18822385004455
90	55.06797530485662	11.402471837716604	14.637591591602614	56.57745883319362	36.84759974908363
91	54.86890121717485	9.432050032834837	14.91238063081883	57.16295009991185	37.45931083557184
92	55.41069089270462	8.787863258994633	14.858199482269612	57.25517213231362	35.97615340229362
93	57.80122733297645	9.654556431596461	14.185964139241406	61.79633966566945	38.86857216266944
94	55.8152834434116	8.710019134431604	14.644106066936615	59.54403588166261	43.9638396337526
95	58.51395848551465	9.497246206924643	14.574141246495657	59.76570673654564	41.32280707449564
96	56.938649323563226	8.966405395273227	13.876334787698227	60.24837264914623	41.13284706355623
97	56.9961052019097	9.91963832616969	16.273729640624737	61.6053011034777	39.783211629027704
98	59.23368929777334	9.629275949783334	18.29455947376735	61.70528487525135	38.89651836196134
99	54.60725188245431	10.019855599184297	16.779969595991304	60.113916243749316	43.2046500424793
100	56.767716398142284	9.490679443632274	14.417378613939263	58.31842834381328	48.66346278835428
101	54.25648884250759	8.871028315607589	15.487554090298602	56.331073307857594	47.51845767610959
102	55.088238329160475	8.905554574730473	12.508714730052475	56.82639724077947	49.44874907818246
103	57.583573077019565	9.53278864626958	11.674171961906552	60.80250027709556	50.32325090833555
104	54.70027953518502	9.151685815655014	13.113232033866012	58.34166611049301	52.214254221451
105	54.48078375417606	9.522670093146075	13.55148578301609	56.87691734963707	49.07555573110008
106	55.969001826525925	9.846975469055934	13.009162952090918	57.619709572931924	45.56014359243193
107	55.935832324513115	8.532365543883117	12.867624782934115	57.56960260611612	45.62804557017611
108	56.368050991081134	8.395503611461123	13.683662851082147	59.46233615604913	44.464007977969146
109	55.785890231171805	8.515160210411807	14.975178259146531	57.84273293080881	41.68126788791881
110	55.224592067028766	9.359178321278762	14.68840622991678	56.51716231720178	39.12962301611179
111	55.075543793153656	9.359225271903654	13.820259874700696	56.46523206194067	31.44229070703068
112	53.311271911073646	9.427212540173656	13.427321983878613	57.71783330896065	36.791537580960636
113	55.91689148078305	9.690081485793058	14.232160299878075	57.53773633605704	37.59275795974705
114	54.41213861183948	9.387427050699472	15.71563302446748	56.75430787673247	42.15510222799247
115	55.57268468497577	9.319605791565778	15.933601745501647	56.01468284958668	43.464306189866676
116	57.61958430944111	9.163485472651104	20.145146932566092	60.0514316265151	45.677912825995094
117	56.215290819280966	9.252415826090981	19.96469361540295	57.67552486874396	42.80527273620396
118	54.5907347317638	8.748102693603812	18.32162117950179	55.82364647259379	40.08872690454379
119	54.26335721031742	9.825520389237425	18.367555214964227	56.21291060051843	36.913426164578425
120	54.31149212250139	9.769574514781397	16.87759708585341	59.737620408020405	37.364019042450394
121	55.84715605399373	8.872221217473736	17.844656735010716	60.29601919855273	36.76808276610274
122	54.914331996915735	8.922034369675742	15.991899645619782	57.743492380086735	37.62694773743675
123	54.888706081848454	8.666638327048446	12.83663766271846	57.14143045978244	39.47439227457244
124	55.61833261771196	9.757706305751952	13.257434694236935	56.74171245831096	41.51768837098095
125	54.985298429878355	9.213111977838338	15.263955467000358	55.61248400664226	41.60992061340227
126	54.254721438023296	10.832089556183291	13.323954056117287	56.40140236272029	39.52919168474028
127	55.028616952051806	8.969411823941812	12.469946185952779	56.65697492651981	38.1865564052998
128	55.27549989187361	9.287687417063609	14.46107002665292	56.39408398189261	37.0384549061626
129	54.50363120756367	9.458221521423667	13.144687904045696	56.99801701970668	34.58741971359669
130	54.39239102721666	9.888331573136668	12.770964146903651	56.827798215779666	35.05675399753966
131	56.4564222210557	9.720639863875704	13.552924720331731	58.441231602512715	34.34475627452272
132	55.37457130456906	9.025747912549065	13.853019657175253	57.65296086255407	32.766553688204056
133	55.663397551258754	8.510531672278745	14.368189950114754	57.49202523162876	37.226046075078756
134	54.224308117522355	10.203162185262357	12.834502329706766	54.81923093384677	35.87566810239676
135	54.16109544525756	9.215491247247542	12.178005821764572	55.67410104421856	38.04102973854856
136	55.45448451525144	9.335950603731447	11.801344400831425	57.43224088584944	36.89312280514943
137	56.51801100267761	8.895524187097607	12.009928388301319	60.45617699709561	39.176249584605614
138	58.742796254162215	10.285672250782227	10.994658510402246	61.17566587937921	38.715331482959215
139	58.633437479591436	10.160019448111427	12.93743516900824	62.10478686857343	38.01522916333343
140	58.15172833490459	9.480619452364579	13.149990101285596	60.079029196218585	38.29316461868859
141	57.73109622741072	9.611091407320714	12.886637039152731	61.54876490304272	38.16670135376273
142	57.93787746694167	9.067124568491664	14.560814706994677	60.993559847826674	39.62647832005666
143	56.184410174559986	9.732002758729976	13.942713435331996	59.48927243761898	35.26264989186899
144	56.87393903111925	10.167061167379245	16.352731980609235	60.73818355457425	34.098462120104244
145	57.70243339196438	9.749454901644384	15.364964693994722	58.38313380895468	37.126508618394695
146	58.38528997931036	11.139942820810347	15.313108956962225	60.979099458071346	39.69586406394134
147	56.3625371396634	10.473228794983413	14.357060728024408	58.5768236865994	41.945201988029396
148	57.11122271631862	9.284645829288621	14.727302532712827	60.60250072771461	42.64065361629463
149	57.01686544817977	9.107983488659755	14.640052867959753	61.53722894945676	38.793964133936754
150	56.62572581513149	10.09376471931148	14.559819324290487	58.6978120038485	44.2291969313585
151	55.461585350410985	10.28121988112099	14.34843160798198	57.02802926969699	43.31726779504697
152	54.78708892723023	9.06263491938023	15.31922628462354	56.91984817053023	39.95371300294022
153	56.32377191511367	9.887717161983659	14.742460240950692	58.04196020716168	39.32618443746168
154	54.64615367050263	10.00377431197262	14.458044131670619	57.15138340677663	35.36251615449663
155	55.955486363560965	9.173989184380957	15.205118449306894	56.51052896849387	39.42399843557388
156	56.404260298730804	9.413396323060795	14.79627259151519	57.986919304954796	40.70560005684479
157	55.246815191873	9.180362942822995	15.60657138781201	58.59991099108399	40.000813625044
158	56.31838190336077	9.808541374940773	17.6619612242838	59.33011233789878	42.63382609105878
159	57.33527872606541	9.189359392005429	17.931325398727438	58.92009958748642	40.251884736366435
160	54.869694983287644	10.518909548857636	18.675771058973027	58.51428639822865	34.80080275080866
161	55.46167142547566	9.770493000885665	14.923510727113637	57.92885044658365	42.16587264341365
162	54.72977264397477	8.894465044324761	12.865766241495777	59.55486604868278	37.917122844312786
163	56.88395757927972	9.09076674454974	11.816724477360822	58.29256314344872	37.21148246431872
164	54.37045959935915	9.71564795310914	13.51102992072714	57.702082996806155	33.38089486155616
165	55.42061357179827	9.302522080298274	12.270385868290248	57.011884365516266	36.028167242086255
166	57.41877783771238	9.013343457362396	11.864889188599392	58.461935641358394	36.88749506528839
167	57.12591874241096	9.714855640910969	12.107980764440953	58.06298746331797	35.453368404997974
168	54.69676262375879	9.71862017358879	14.093905140567216	58.64968640003778	33.71618473143778
169	55.12759377402702	9.064015487537034	14.930227876863	59.75724374913102	33.46072980883102
170	56.34074108944924	9.08815707514924	14.143445633139152	57.77447632901524	31.658247651935255
171	56.16129144025163	9.677486538801617	11.846654543219245	59.52468384754064	37.65848144007063
172	58.858594184146256	9.543161459756249	14.158714786994068	59.781659688707066	38.46870925060708
173	58.87891172019678	10.477099352006775	11.268453488956823	61.231334581922795	36.2789341033328
174	55.326517134033736	10.111062517923727	14.261991697479743	58.624912246637734	39.493712795377746
175	56.89887775608227	10.047107730532275	14.036981310365292	59.31876562770026	38.005875806070264
176	56.198360330301284	10.18370335802129	13.943267802654276	58.51328087972527	39.18046295868527
177	55.49527061965327	10.002033448233277	14.536574849858255	58.34154284771026	41.28534550155027
178	56.761329560425025	9.62045245329503	12.729608156277038	60.056321945716036	37.399140801976046
179	55.89174967304129	10.585787184601287	13.864014406470204	59.660731343927296	34.5105865245273
180	54.75794716665527	10.054060496475273	13.567553345912273	59.60532834549028	33.453690730710264
181	54.51265621215168	9.891731465401676	14.010285474443663	56.35682867585467	31.129873220834668
182	55.022491861841445	10.11200198622143	15.23102014530346	57.50728240818745	32.10867911961745
183	55.17163495377281	9.856888980002822	16.965422125937778	56.532688415368796	33.81035417996878
184	55.54333223913582	10.410621841885813	15.85816540133385	58.01475140091483	37.83511243223484
185	57.97456342036415	11.151236309324133	16.82500324774216	59.88776082072215	39.653448262962144
186	58.03994338769843	11.108662921408438	16.325876420560462	61.30358700709644	38.50446318950645
187	55.08969715259781	10.219200476457814	15.526986973261529	56.84426905359581	35.56750804041582
188	54.99032517565291	10.566462383572912	13.95383390959742	58.2761078920459	40.3610872902959
189	53.72241697483918	11.14686818334917	12.31401755936406	56.42521908045117	38.14952204900118
190	53.98672990568565	10.801110439085647	12.731807181594633	55.66125289106364	36.47866462819363
191	54.02963682716509	9.896005850655087	12.994279879693067	55.752494364159105	32.491062707399095
192	53.9865640280062	10.745138261406197	13.844299992133301	57.764925041060195	33.7887986036302
193	57.54021454581164	9.659079692781631	13.022240490863652	59.674804170482645	34.61673720072264
194	57.11208879180447	10.725588564574451	14.525568753671763	58.70319427910846	31.964696864768456
195	55.49815440583552	9.23723293331551	14.172004180275763	56.03641033074973	34.42070642158973
196	53.54258991862923	10.408537417489242	16.896566677617443	54.33311144791443	37.43766089940445
197	54.2801728856646	11.332543803234586	14.324611974865604	55.9969733751376	35.844212684187596
198	52.92215422753762	10.042635472947609	15.974861891227135	57.62045196112763	34.305058996247624
199	54.17717772270842	10.147212692778425	15.329230853528003	57.77448262222643	37.51624071160643
200	54.01057387603274	12.25209474182273	14.586397377396764	57.152141916092745	35.11852375585275
201	54.292820576519205	9.986104146429199	15.321170329677187	56.23106635618521	33.945854428615206
202	54.78206737711301	11.004355402553017	15.224706170047028	56.03146218823801	37.18742561954801
203	55.10505375526719	10.448159488627198	13.214664887527192	56.37807019181818	31.13544373086819
204	53.23134743103881	10.635385133528814	14.785132161667917	54.46915313564082	31.990168629110826
205	54.743809502771285	10.465190794951269	14.242098948659276	56.12522191737429	35.165398214454285
206	53.75671145252551	10.074939158155502	12.871971320675499	55.723997830696504	35.606214661756496
207	54.88517983238535	10.002829591665346	11.720333132525326	57.40908902932034	35.87177120509034
208	55.51086443402744	9.47067218628743	12.858954232457648	56.83145698799345	36.87496377124344
209	56.78228559569635	9.607574435876359	11.856308096865547	57.47159084986055	38.62034396179055
210	55.75770591349925	11.036721076839257	11.185571564169749	59.345011971841245	41.33724335283125
211	56.17766819875797	11.127940642697979	10.52022168288758	60.75672854720696	33.46166278925696
212	56.322204978097545	9.915404731487541	11.129112976837547	62.849270544472546	31.80996635127255
213	56.67508177910622	10.156631954906231	11.336581985971236	58.082173989274224	30.14457266284424
214	55.627742267469415	10.883267472949399	14.77046602143841	59.373161539513404	35.7254399493234
215	55.465764182053334	10.444925405763342	14.339401983484294	59.27687080146532	34.71897241379531
216	54.3405123026443	9.146692535034305	13.729211425005303	58.4544540630973	40.817072790757294
217	55.01530903754508	9.784348365285098	15.291450619774679	57.663221106781094	38.815419260121104
218	54.600198831532026	8.97527861147202	17.373816607165338	56.45385912281503	35.27394801429503
219	55.93845951602984	8.818711159859845	18.96799735474704	56.631790298056245	38.97359267103624
220	55.39395909046178	9.327811641821768	17.257718169735796	58.15928568232778	37.78268761425778
221	56.32879622849774	9.155013396647746	19.817905699603784	58.235537418575746	38.03422419022576
222	55.66321715367832	9.399560155658321	17.492300783317347	58.334086870566324	36.35217908865633
223	54.78278666132118	10.532066378481176	18.037094474730196	56.57024583183218	35.481880139642186
224	53.996262599176845	9.805904387826843	21.969176776097726	54.99814248721984	34.229157350059836
225	53.90469157936403	9.837438346704033	21.65678278651123	56.282150846396036	37.612933425486034
226	54.48026256905882	9.36772985459882	19.478887825175207	55.15697618565821	39.163739783798206
227	54.82554957998036	10.230454723670363	18.93733247090435	57.75933673697537	42.26074329850536
228	54.68481829592787	9.30804676433786	18.343030132674556	56.41538336010987	40.44812913122988
229	56.95667372955609	9.691208370106096	17.362801229878983	60.47712372959609	41.08718224419607
230	55.702272994322726	10.59464236861271	17.892032293821728	59.88083005633473	42.500188322974736
231	58.77549859891579	9.623999261845796	16.321805559789794	61.10007044492079	42.54291617412079
232	57.540966949801145	9.339116159301142	16.21466831579329	61.21072182728716	39.29432880699716
233	56.4306613172935	8.8198344712535	16.704258688678465	59.703361896538496	34.93659784133848
234	59.05969695315619	9.763266569256189	13.270233292646196	60.846024531124186	40.60637369366418
235	59.43053841188467	10.356359874344662	13.615172445778654	60.51163569803768	36.26845179019767
236	55.30271609646741	10.937539036177412	14.099567147221421	57.196176133822405	31.383942427652414
237	55.602970547924684	9.196881150394688	14.810269509269574	56.865961334388686	32.28081182549869
238	54.72372454584456	10.463105979164567	14.341980056363582	55.930172856665564	32.466603613615575
239	55.41632769783672	9.744461530166717	13.067532002094708	57.453590847998726	32.05525103115872
240	55.076802835003775	9.410981788433759	14.592628632617675	55.819894929079965	29.64484659490998
241	54.587477735707296	9.027458589917302	13.962473324304	56.29429290410428	34.66255243050429
242	53.96037309582246	8.986498578542466	14.674823204789448	55.872601663792466	36.19275607412246
243	53.80831182576867	8.707949515038678	15.629289511082675	55.75103902238868	39.31360707626868
244	53.32087011228607	10.314403279926069	16.209260068699592	55.080335504827076	34.23401783753707
245	54.207887893099084	9.506130637029088	14.620957449624484	54.94570833953948	33.66589904136947
246	54.66678840216784	9.915871606457841	13.52055398423363	55.59987001109563	32.42939521501563
247	54.4245535143651	9.218642404735107	15.442987772799825	57.3417817774461	31.964388701226113
248	55.52901866745529	9.410030022495306	16.71755553416949	58.73784223770929	35.39181772106929
249	54.10121919811732	10.38735756567732	16.159623636387437	57.861542978961324	33.35212265220133
250	55.8033233797359	10.74632677199591	14.030299598468304	57.611430459999895	31.12305320259989
251	55.903720032731016	9.198648496971032	12.628515095175004	58.39672632994801	30.980148382338
252	54.17567627437663	9.234325870256612	11.125926244312666	56.54152004403363	32.79724166104364
253	55.18283070837663	10.30698010197662	11.863303129317643	58.30950115101763	28.716818692397624
254	56.073311492299695	10.72835597018971	11.4407095382185	57.5922143983517	29.852989686641706
255	55.85598597982643	9.29869867581641	11.197706943843428	58.12742189162043	30.022271918270434
256	54.87972625137013	9.973597878050128	11.357212155563104	57.00716100894613	29.56261478977612
257	54.70887627354435	10.809584136014337	11.126780799895016	55.37932157977434	28.33168324295434
258	53.598268350964915	8.631418998044921	13.349036166313937	54.66801335131092	29.764464592060932
259	54.56726843902173	9.486375633921739	12.636704056714763	55.698644019402735	37.30833330667275
260	54.822564229039756	9.313194198379762	13.880032120074958	55.15572696154496	36.36428518260496
261	54.09009501521609	8.794608875466082	12.990704152390094	55.1530531929171	37.53549551840709
262	54.504504129880644	9.268949930330649	11.857445281068152	55.26964580165814	38.59734355031816
263	54.34913036067587	10.475803071215864	10.118770056349888	55.693341824399866	33.83137744116988
264	54.06749580374493	10.386585472154934	10.718936091062915	55.72395634655793	34.64257305416791
265	55.09159099428446	9.52764497639447	11.38998941976547	56.44419902445446	33.956225163804476
266	55.392651835080684	10.11825550069068	11.058768007008666	56.52951166010769	37.08167849790769
267	55.66597544571579	9.99285279595577	13.981419269160568	56.474547542202586	34.938463862892576
268	55.33833731078276	9.382165331382765	14.94394624581875	58.04877691484376	33.77157728390375
269	54.102932655975536	8.52375170667554	17.034131251962123	55.047783372209125	33.30113259998913
270	53.97432152608141	9.198131425651411	13.065643888759439	55.31802944023042	36.15413198423042
271	54.8606064889251	9.172605451065095	13.080743632177075	56.0621411987361	33.19556545005611
272	53.979224592965494	8.934957797175485	13.174719805622374	57.27709623628749	34.62603766264749
273	54.40127544191225	8.626099809832255	11.84822377362326	55.89744703450624	36.108675495436245
274	55.724278343918044	8.988516429398032	12.201762797677048	57.766372485554044	37.21000703235404
275	54.77707129930543	9.824910790975423	11.694885289111426	57.45618992396844	34.573671316308435
276	54.79094726608362	9.614831696893617	13.01554534032931	57.85559303891462	28.848972170384627
277	54.95370844826704	8.778947389177034	13.268033905094029	57.04543455109804	30.22657627093804
278	54.69867245670298	8.70311433802297	12.106831018589986	57.36901931196198	30.346827853811988
279	54.61199183894982	9.519873945379828	13.839497446086824	56.314639545602816	33.53778812060281
280	56.101751089567685	9.358531847217677	15.094677054413694	59.14412025048868	34.79565669946868
281	55.29120734854669	8.638516297486689	15.49226032277869	57.243951969310686	37.003145524160686
282	54.00969887383421	9.110620623814214	15.00162906794219	55.83108159899621	34.3332826379762
283	56.858534960516465	8.797217732396462	14.758778610589758	57.43328391310577	33.99713253052576
284	53.39676037998599	9.356884291086004	14.420244278710015	55.61936036149099	35.527996102331
285	54.50657024838969	10.145895130199705	13.640324731981991	56.62481244690369	30.5794148898637
286	54.099487228845575	9.53995979456559	14.446649776341587	55.36994442992058	33.38551398136059
287	53.92420127702758	9.092937286587585	13.915846809782579	55.32773054211057	36.11100806677058
288	53.57671809684169	9.786308246911688	14.796972883070396	54.46055436803739	33.114718527087405
289	56.52741791196054	9.070850679800543	14.615825816153546	58.60859825496654	34.698243412446544
290	54.60345696961187	9.313768209201868	14.713781391512555	55.63884788527287	34.54232419832286
291	53.91845158502187	9.432402968421883	14.742778802383896	56.85554100332688	30.680279135716887
292	55.35776494936739	9.64435399846738	16.03944466871559	56.10773475442359	28.987133895543593
293	54.59812341813195	9.295768604411961	14.904252205318954	56.207230826186944	30.160491511696932
294	53.900089335758764	9.093466508298775	14.305138032489765	57.21710162107276	33.47633539787276
295	55.46142431716754	9.634342470617526	15.322283364089543	57.349666140717545	34.75529154556756
296	55.25867303954763	10.026179049697618	12.632938645685641	56.953146666376625	37.00652003715663
297	54.806968051577144	10.130463981827148	14.594044561178151	58.46634376692914	35.56791655382915
298	55.13137842633975	8.540061286419757	14.484728273272765	57.17430315756276	34.79868671635276
299	55.528745813503505	9.236378329113506	12.965675197535319	57.8975122411875	33.9441550986175
300	53.8794893265605	9.701566850740505	12.894531309296468	55.6453337837135	33.513513021503485
301	54.853272587552155	9.530712170402154	14.233258237274583	55.416847305733555	31.32967889623356
302	53.422059253577316	9.638437534217331	16.186334668709605	54.68517139719931	30.760781473969303
303	54.010568914924804	9.468028147124812	15.157844844648793	54.27406913392781	29.871872374007808
304	53.40193132705316	8.426377660803155	15.566586290636138	54.16006758738317	30.481955729143152
305	54.094881693063016	8.248998404003032	13.349169966925984	55.19432609180501	31.624871113794995
306	54.00793641193242	9.171623496902413	15.26555634357743	55.171309141880414	31.52483659545041
307	54.20657246871693	8.97740366875692	15.214835327929933	57.78482183487692	32.36940305591693
308	55.34260835675741	8.655417896167393	17.046252479297692	56.8793111949804	31.685647330650397
309	56.01570907203735	9.487127457607357	14.946426285737317	57.41028113014235	32.60571928302235
310	56.87928929806054	9.160920768290538	13.184087234200916	57.708329554801935	32.917148321171936
311	55.6441502052469	9.781545203346894	13.027919537849868	59.323196370348896	33.60040075445889
312	57.00937374734693	9.223537637346936	12.887995459793956	58.252585006728935	36.90980791416894
313	55.9527360720261	8.972482854116095	13.896857016628104	59.4682944761681	34.40168366724811
314	54.0539737008267	9.800391380856695	13.938979995454702	58.3321964508947	37.369807500724704
315	54.26727452338221	9.847405894802222	14.174098658763626	55.24291676015562	37.67937662818562
316	55.36244632298323	9.252219900473222	14.733938780485346	57.46182224705322	37.16550069071323
317	55.12964163811034	11.008101724770341	13.076341140873325	57.09028241935434	35.30069425352434
318	55.23742506755298	9.97127519914298	11.065039083761974	58.045850202872984	39.18567495878298
319	54.9426202456992	10.042135836619195	16.312924118681167	56.76996626544519	40.21390559886518
320	55.40986226289297	9.52723119494297	17.115958093728977	58.526068166936966	39.52486790233695
321	55.614858115489085	9.625061710339082	17.002069773438933	56.37183720113998	41.02594716155997
322	55.964012041519595	10.851002679149587	17.929512809290998	57.825646318626596	39.09752815985661
323	54.048111609052285	8.86315650195229	16.435502646263274	57.9658533910243	40.6807365894843
324	54.3247414040502	9.178856138870202	12.868405663891224	57.275881207586195	42.5028040975462
325	54.82922401752808	9.432987620918084	15.217846757531106	56.879896302117075	41.14939388496708
326	54.72988866054281	9.194590298612809	13.601545272965296	56.88219102410682	40.674786981546816
327	54.750645673989524	9.975456448029519	15.928792737075526	55.84681754321052	40.74893063830052
328	54.78702140759742	9.232569209767433	13.983239583249429	57.29881932912443	38.83962032570443
